,event_id,event_name,dcat_id,dcat,athlete_id,athlete_name,athlete_country,round,score,comp_id,birthday,gender,first_season
0,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Qualification,84.3,14057,2007-07-22,female,2021
1,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Semi-final,69.3,14057,2007-07-22,female,2021
2,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Final,54.7,14057,2007-07-22,female,2021
3,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Qualification,84.8,14057,2005-03-10,female,2019
4,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Semi-final,84.7,14057,2005-03-10,female,2019
5,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Final,44.9,14057,2005-03-10,female,2019
6,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,11468,MCNEICE Erin,GBR,Qualification,84.2,14057,2004-04-06,female,2019
7,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,11468,MCNEICE Erin,GBR,Semi-final,44.9,14057,2004-04-06,female,2019
8,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,11468,MCNEICE Erin,GBR,Final,44.8,14057,2004-04-06,female,2019
9,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Qualification,84.5,14057,2000-03-02,female,2015
10,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Semi-final,45.0,14057,2000-03-02,female,2015
11,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Final,44.4,14057,2000-03-02,female,2015
12,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Qualification,75.0,14057,1997-05-21,female,2013
13,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Semi-final,54.7,14057,1997-05-21,female,2013
14,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Final,44.1,14057,1997-05-21,female,2013
15,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Qualification,84.8,14057,2007-07-30,female,2022
16,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Semi-final,69.3,14057,2007-07-30,female,2022
17,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Final,29.6,14057,2007-07-30,female,2022
18,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2080,SEO Chaehyun,KOR,Qualification,74.7,14057,2003-11-01,female,2017
19,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2080,SEO Chaehyun,KOR,Semi-final,39.4,14057,2003-11-01,female,2017
20,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2080,SEO Chaehyun,KOR,Final,19.6,14057,2003-11-01,female,2017
21,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Qualification,84.5,14057,2002-07-11,female,2016
22,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Semi-final,69.5,14057,2002-07-11,female,2016
23,1405,IFSC World Cup Keqiao 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Final,9.9,14057,2002-07-11,female,2016
24,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,11621,MEIGNAN Naïlé,FRA,Qualification,109.6,14087,2003-12-18,female,2017
25,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,11621,MEIGNAN Naïlé,FRA,Semi-final,69.5,14087,2003-12-18,female,2017
26,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,11621,MEIGNAN Naïlé,FRA,Final,99.6,14087,2003-12-18,female,2017
27,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Qualification,124.8,14087,2005-03-10,female,2019
28,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Semi-final,69.3,14087,2005-03-10,female,2019
29,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Final,99.5,14087,2005-03-10,female,2019
30,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,947,MORONI Camilla,ITA,Qualification,109.8,14087,2001-07-08,female,2015
31,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,947,MORONI Camilla,ITA,Semi-final,69.7,14087,2001-07-08,female,2015
32,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,947,MORONI Camilla,ITA,Final,83.8,14087,2001-07-08,female,2015
33,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Qualification,109.8,14087,2000-03-02,female,2015
34,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Semi-final,68.8,14087,2000-03-02,female,2015
35,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Final,69.7,14087,2000-03-02,female,2015
36,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Qualification,109.6,14087,2007-07-30,female,2022
37,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Semi-final,84.4,14087,2007-07-30,female,2022
38,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Final,69.5,14087,2007-07-30,female,2022
39,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,2357,ITO Futaba,JPN,Qualification,109.2,14087,2002-04-25,female,2016
40,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,2357,ITO Futaba,JPN,Semi-final,69.4,14087,2002-04-25,female,2016
41,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,2357,ITO Futaba,JPN,Final,69.4,14087,2002-04-25,female,2016
42,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,12297,MATSUFUJI Anon,JPN,Qualification,79.4,14087,2003-10-18,female,2022
43,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,12297,MATSUFUJI Anon,JPN,Semi-final,69.5,14087,2003-10-18,female,2022
44,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,12297,MATSUFUJI Anon,JPN,Final,49.5,14087,2003-10-18,female,2022
45,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,1916,SANDERS Nekaia,USA,Qualification,83.9,14087,2003-11-11,female,2017
46,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,1916,SANDERS Nekaia,USA,Semi-final,44.6,14087,2003-11-11,female,2017
47,1408,IFSC World Cup Curitiba 2025,7,BOULDER Women,1916,SANDERS Nekaia,USA,Final,34.8,14087,2003-11-11,female,2017
48,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Qualification,109.5,14097,2000-03-02,female,2015
49,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Semi-final,100.0,14097,2000-03-02,female,2015
50,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Final,84.7,14097,2000-03-02,female,2015
51,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,620,AVEZOU Zélia,FRA,Qualification,124.4,14097,2004-04-10,female,2018
52,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,620,AVEZOU Zélia,FRA,Semi-final,100.0,14097,2004-04-10,female,2018
53,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,620,AVEZOU Zélia,FRA,Final,70.0,14097,2004-04-10,female,2018
54,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Qualification,109.7,14097,2007-07-22,female,2021
55,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Semi-final,99.7,14097,2007-07-22,female,2021
56,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Final,70.0,14097,2007-07-22,female,2021
57,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Qualification,125.0,14097,2005-03-10,female,2019
58,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Semi-final,84.7,14097,2005-03-10,female,2019
59,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,11462,BERTONE Oriane,FRA,Final,70.0,14097,2005-03-10,female,2019
60,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,11621,MEIGNAN Naïlé,FRA,Qualification,124.5,14097,2003-12-18,female,2017
61,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,11621,MEIGNAN Naïlé,FRA,Semi-final,99.6,14097,2003-12-18,female,2017
62,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,11621,MEIGNAN Naïlé,FRA,Final,69.9,14097,2003-12-18,female,2017
63,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Qualification,124.8,14097,1997-05-21,female,2013
64,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Semi-final,84.6,14097,1997-05-21,female,2013
65,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Final,69.4,14097,1997-05-21,female,2013
66,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Qualification,124.2,14097,2002-07-11,female,2016
67,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Semi-final,84.9,14097,2002-07-11,female,2016
68,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Final,44.8,14097,2002-07-11,female,2016
69,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2357,ITO Futaba,JPN,Qualification,124.7,14097,2002-04-25,female,2016
70,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2357,ITO Futaba,JPN,Semi-final,84.9,14097,2002-04-25,female,2016
71,1409,IFSC World Cup Salt Lake City 2025,7,BOULDER Women,2357,ITO Futaba,JPN,Final,44.3,14097,2002-04-25,female,2016
72,1411,IFSC World Cup Bern 2025,7,BOULDER Women,11468,MCNEICE Erin,GBR,Qualification,124.2,14117,2004-04-06,female,2019
73,1411,IFSC World Cup Bern 2025,7,BOULDER Women,11468,MCNEICE Erin,GBR,Semi-final,54.8,14117,2004-04-06,female,2019
74,1411,IFSC World Cup Bern 2025,7,BOULDER Women,11468,MCNEICE Erin,GBR,Final,99.5,14117,2004-04-06,female,2019
75,1411,IFSC World Cup Bern 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Qualification,124.5,14117,2007-07-22,female,2021
76,1411,IFSC World Cup Bern 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Semi-final,54.3,14117,2007-07-22,female,2021
77,1411,IFSC World Cup Bern 2025,7,BOULDER Women,13021,SANDERS Annie,USA,Final,84.4,14117,2007-07-22,female,2021
78,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Qualification,124.3,14117,1997-05-21,female,2013
79,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Semi-final,59.5,14117,1997-05-21,female,2013
80,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2294,NONAKA Miho,JPN,Final,84.3,14117,1997-05-21,female,2013
81,1411,IFSC World Cup Bern 2025,7,BOULDER Women,620,AVEZOU Zélia,FRA,Qualification,109.4,14117,2004-04-10,female,2018
82,1411,IFSC World Cup Bern 2025,7,BOULDER Women,620,AVEZOU Zélia,FRA,Semi-final,54.7,14117,2004-04-10,female,2018
83,1411,IFSC World Cup Bern 2025,7,BOULDER Women,620,AVEZOU Zélia,FRA,Final,74.3,14117,2004-04-10,female,2018
84,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Qualification,108.9,14117,2000-03-02,female,2015
85,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Semi-final,54.4,14117,2000-03-02,female,2015
86,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2327,NAKAMURA Mao,JPN,Final,69.7,14117,2000-03-02,female,2015
87,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Qualification,109.4,14117,2002-07-11,female,2016
88,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Semi-final,54.3,14117,2002-07-11,female,2016
89,1411,IFSC World Cup Bern 2025,7,BOULDER Women,2501,MACKENZIE Oceania,AUS,Final,69.6,14117,2002-07-11,female,2016
90,1411,IFSC World Cup Bern 2025,7,BOULDER Women,12297,Matsufuji Anon,JPN,Qualification,124.1,14117,2003-10-18,female,2022
91,1411,IFSC World Cup Bern 2025,7,BOULDER Women,12297,Matsufuji Anon,JPN,Semi-final,54.3,14117,2003-10-18,female,2022
92,1411,IFSC World Cup Bern 2025,7,BOULDER Women,12297,Matsufuji Anon,JPN,Final,69.6,14117,2003-10-18,female,2022
93,1411,IFSC World Cup Bern 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Qualification,123.9,14117,2007-07-30,female,2022
94,1411,IFSC World Cup Bern 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Semi-final,54.4,14117,2007-07-30,female,2022
95,1411,IFSC World Cup Bern 2025,7,BOULDER Women,14008,SEKIKAWA Melody,JPN,Final,54.0,14117,2007-07-30,female,2022
